"year","age","sex","maritl","race","education","region","jobclass","health","health_ins","wage"
2004,34," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",114.475713290347
2005,26," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",114.475713290347
2007,22," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",81.2832532842527
2004,40," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",68.5721657022738
2009,41," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",109.833985642199
2006,36," Male"," Never Married"," Black"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",97.4932940453934
2007,38," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",62.3983547205685
2003,48," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",97.4932940453934
2006,47," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",134.705375118879
2005,47," Male"," Separated"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",61.1875264339915
2007,35," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",118.884359339886
2008,49," Male"," Married"," Asian"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",65.1108537153447
2004,40," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",109.833985642199
2004,32," Male"," Widowed"," Asian"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",104.921506533664
2008,57," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",73.7757432746946
2008,56," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",141.77517233318
2009,73," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",90.4819133566401
2007,29," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",73.7757432746946
2003,49," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",134.705375118879
2009,30," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",109.833985642199
2008,29," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",91.6992261117042
2004,36," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",95.2307125669819
2009,39," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",156.503510882633
2007,48," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",104.921506533664
2006,45," Male"," Married"," Black"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",99.6894636984864
2004,50," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," No",54.5981500331442
2003,42," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",32.3664131748549
2007,58," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",118.884359339886
2007,48," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",109.833985642199
2003,48," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",109.833985642199
2005,45," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",118.884359339886
2007,41," Male"," Divorced"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",110.782650276254
2008,27," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",93.5572673479306
2004,44," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",109.833985642199
2003,32," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",118.884359339886
2006,46," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",118.884359339886
2005,52," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",52.1561711699147
2003,22," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",43.7351116779821
2004,53," Male"," Widowed"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",117.146816914805
2008,34," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," <=Good"," Yes",118.884359339886
2009,38," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",148.413159102577
2009,42," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",101.82435207568
2005,25," Male"," Never Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",94.0727147457005
2004,29," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",86.6951548289402
2005,28," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",141.77517233318
2005,46," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",66.9616443217359
2007,55," Male"," Married"," Black"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",118.884359339886
2004,56," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",105.767639622758
2005,41," Male"," Divorced"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",118.884359339886
2009,61," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",176.989650489877
2003,47," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",65.1108537153447
2006,52," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",85.3839403789827
2004,27," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",72.1504556815713
2007,33," Male"," Never Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",89.2428846644714
2003,58," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",65.1108537153447
2005,27," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",145.805163374625
2009,52," Male"," Separated"," Black"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",87.9810327856054
2003,45," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," No",41.0998036301194
2003,22," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",68.3956538035455
2005,25," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",81.2832532842527
2004,25," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",73.7757432746946
2005,41," Male"," Married"," Black"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",130.982177377461
2006,54," Male"," Separated"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",148.413159102577
2007,23," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",81.226746312023
2006,36," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",63.1888610037461
2004,31," Male"," Separated"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",94.0727147457005
2006,52," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",92.6581301668597
2007,46," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",76.8936025176112
2007,45," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",118.884359339886
2009,40," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",79.8549003093467
2004,33," Male"," Never Married"," Asian"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",86.6951548289402
2007,42," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",133.971500070695
2007,41," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",125.525498433836
2007,25," Male"," Never Married"," Other"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",92.8958447894966
2005,24," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",72.1504556815713
2006,24," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",118.884359339886
2008,51," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",70.4760196469445
2004,41," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",127.115743812184
2009,42," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",114.475713290347
2005,30," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",87.9810327856054
2009,55," Male"," Married"," Asian"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",54.5981500331442
2008,23," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",84.0459576539924
2003,60," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",85.3839403789827
2003,40," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",141.77517233318
2008,41," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",110.782650276254
2003,80," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",79.8549003093467
2005,53," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",97.4932940453934
2004,40," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",171.765132627508
2009,35," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",137.481247831663
2009,55," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",75.3556793180091
2008,24," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",73.7757432746946
2007,39," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",148.413159102577
2003,30," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",95.2307125669819
2005,68," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",87.9810327856054
2004,54," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",109.833985642199
2008,27," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",81.2832532842527
2005,34," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",118.884359339886
2004,53," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," Yes",127.115743812184
2004,48," Male"," Married"," Black"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",85.3839403789827
2005,59," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",81.2832532842527
2004,30," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",118.884359339886
2007,45," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",163.515863976238
2007,39," Male"," Married"," Other"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",104.921506533664
2008,45," Male"," Married"," Asian"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," No",99.6894636984864
2007,43," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",281.745970551857
2003,30," Male"," Never Married"," Black"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",138.299126920883
2005,57," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",176.989650489877
2004,53," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",136.876367635184
2009,42," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",186.876677628007
2005,23," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",90.4819133566401
2009,58," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",85.3839403789827
2005,43," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",145.143601176911
2003,33," Male"," Divorced"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",120.589436530402
2004,56," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",101.82435207568
2006,37," Male"," Married"," Black"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",108.874525834712
2009,41," Male"," Divorced"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," No",38.6059145209601
2007,33," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",92.8958447894966
2007,50," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",126.323880709786
2003,43," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",191.573683548412
2004,53," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",155.900506146767
2005,37," Male"," Widowed"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",87.9810327856054
2006,20," Male"," Never Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",59.0970640815891
2003,26," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",73.7757432746946
